generation,fitness,center_control.opening,center_control.midgame,center_control.endgame,check.opening,check.midgame,check.endgame,king_front_pawns.opening,king_front_pawns.midgame,king_front_pawns.endgame,material.opening,material.midgame,material.endgame,mobility.opening,mobility.midgame,mobility.endgame,pawn_devel.opening,pawn_devel.midgame,pawn_devel.endgame,positioning.opening,positioning.midgame,positioning.endgame,positions.king,positions.queen,positions.rook,positions.bishop,positions.knight,positions.pawn,protected_pieces.opening,protected_pieces.midgame,protected_pieces.endgame,values.king,values.queen,values.rook,values.bishop,values.knight,values.pawn,vulnerability.opening,vulnerability.midgame,vulnerability.endgame
1,0.373627,1.000000,1.000000,1.000000,72.291664,96.848297,38.469433,88.800591,83.527473,61.435890,9.085080,17.013239,37.239468,95.987946,18.650434,62.116581,58.934273,47.095798,99.100220,46.048923,29.877274,77.905487,20.429146,33.977890,91.693237,26.933659,82.116692,80.673401,1.000000,1.000000,1.000000,7430.039062,5969.721191,3197.994385,4456.977539,574.613464,6185.721191,7.314487,2.628825,68.795364
1,0.372996,1.000000,1.000000,1.000000,54.853340,56.521584,55.211552,49.478241,42.273960,36.072796,14.701720,48.445557,89.750084,82.486885,7.253551,97.705582,3.368085,11.722661,93.784683,25.097103,78.609764,44.160923,13.906603,16.698870,73.633629,34.544300,54.713448,69.200699,1.000000,1.000000,1.000000,1221.028442,9060.770508,5259.364258,3821.468506,1570.480347,3120.340088,95.150970,17.940332,93.503555
1,0.372586,1.000000,1.000000,1.000000,3.649682,36.763153,88.506165,59.446278,67.242592,27.049747,9.709062,76.524567,96.017708,53.443920,57.319504,12.882746,6.879050,3.221240,79.475182,64.260757,83.807053,60.569328,21.224522,13.028096,93.090996,30.102373,79.308846,54.268963,1.000000,1.000000,1.000000,2012.407715,3586.639160,5506.827148,1341.827148,12.715013,3887.532471,11.008786,19.010248,3.907959
1,0.371916,1.000000,1.000000,1.000000,55.731663,65.495590,29.160133,95.878365,11.092730,5.431985,29.546822,46.397144,70.325981,73.038231,36.414501,28.979198,72.143715,44.876259,97.093307,82.374741,96.469490,50.146091,32.826992,96.197884,94.668999,13.580894,99.236862,39.491215,1.000000,1.000000,1.000000,1903.398193,3049.471191,9956.820312,4240.876465,1286.945068,9603.768555,87.944710,1.953110,8.725829
1,0.370795,1.000000,1.000000,1.000000,15.766882,35.662800,95.492905,14.598517,41.715218,29.231548,79.058693,52.690197,25.360292,66.839668,48.369598,53.404125,39.049534,79.354713,97.064941,81.183571,78.787964,6.380641,22.438492,19.982147,66.260826,19.150600,30.465490,62.951946,1.000000,1.000000,1.000000,7988.104980,5424.769531,5975.457031,8620.706055,3543.126709,3854.253418,29.727009,22.989981,2.277774
1,0.370575,1.000000,1.000000,1.000000,0.208525,16.251158,89.138123,13.157508,53.545200,86.913918,79.034195,66.589066,87.041313,73.970367,56.270313,99.610260,23.828377,83.969719,17.895197,47.938866,63.870975,96.026672,44.591167,28.516047,24.678408,23.746107,46.739494,88.257812,1.000000,1.000000,1.000000,9970.181641,5736.155762,8955.490234,354.587769,530.041931,5342.587402,44.438553,6.082741,52.306049
1,0.369965,1.000000,1.000000,1.000000,55.916130,28.299326,61.316277,40.744274,15.591388,47.350082,0.966778,75.988609,94.828926,36.836037,20.453022,52.370548,19.364471,59.155537,15.904038,51.673233,97.855980,50.754749,80.800690,96.865814,86.353531,29.272375,37.851303,76.750504,1.000000,1.000000,1.000000,6768.508301,5810.715820,2210.937256,2064.926025,978.039185,1996.535278,72.954681,12.716733,91.933273
1,0.368934,1.000000,1.000000,1.000000,69.527580,2.076451,66.182159,45.238773,67.246124,35.489643,9.274146,85.046455,47.036674,42.176624,15.108799,19.712385,2.694997,39.555859,34.642395,96.978958,89.728546,99.879982,86.046890,76.077591,73.975319,68.027466,17.250029,87.497101,1.000000,1.000000,1.000000,6037.161621,1301.678345,7624.077637,1941.726562,999.573730,6596.932129,91.873817,13.668936,98.270866
1,0.368364,1.000000,1.000000,1.000000,48.234425,40.799397,74.696480,45.697964,87.294281,55.769798,72.297844,79.471642,85.724037,0.528268,62.596920,53.797680,26.585890,7.413785,37.251938,15.778107,73.721970,4.981207,17.696051,29.066938,31.420893,87.737328,22.588984,53.130116,1.000000,1.000000,1.000000,9852.736328,508.584534,5795.765625,5318.478027,2086.395264,3167.962891,71.627342,5.892893,60.606956
1,0.367903,1.000000,1.000000,1.000000,82.749435,93.304596,93.028587,1.982824,9.104370,29.814014,51.154392,58.204670,90.106155,66.395691,14.646501,76.948296,46.895718,94.170288,18.895111,70.250793,69.999962,59.563381,88.216270,35.929573,28.739191,8.679012,6.557035,94.303886,1.000000,1.000000,1.000000,9197.942383,3273.175537,2434.164307,4681.368652,298.254669,9434.161133,58.885563,2.869620,33.944115
1,0.367873,1.000000,1.000000,1.000000,33.812546,39.931282,8.703629,10.221552,54.142406,66.079140,8.627581,73.324829,93.794464,39.494389,87.202919,91.040794,3.744756,67.663773,96.272522,16.995789,76.494759,65.403961,8.979713,66.359215,18.636518,24.339001,83.273430,86.910690,1.000000,1.000000,1.000000,2475.681152,2475.175293,5861.207031,4919.369141,4174.753906,3510.682373,99.222672,16.729689,42.455940
1,0.367683,1.000000,1.000000,1.000000,4.496203,51.695747,38.656292,33.445854,96.098953,63.555798,77.016907,44.760399,56.620216,82.982002,45.458885,81.092026,13.335937,53.975113,76.633636,44.382339,86.031174,51.359196,41.462132,53.570129,70.566513,65.137550,53.233772,79.952858,1.000000,1.000000,1.000000,3023.859863,742.579041,7491.394043,4679.946289,5180.812500,6094.510742,49.428642,14.006968,89.537430
1,0.367123,1.000000,1.000000,1.000000,24.955225,1.259566,71.680588,1.712157,52.875145,27.105665,63.220741,36.998344,67.788841,38.215824,45.660881,2.376821,83.041733,67.109268,45.490692,17.592503,40.292366,91.236847,79.997108,53.933140,25.060213,2.772527,5.636158,65.236916,1.000000,1.000000,1.000000,6014.302734,9724.480469,2013.718628,4924.828125,1483.730103,6042.955078,62.907967,3.777393,53.609028
1,0.366693,1.000000,1.000000,1.000000,40.621056,18.851656,17.688927,19.075958,26.614908,65.218079,75.635345,98.825890,52.479538,22.911562,20.053608,55.252392,73.678391,42.709377,27.836098,25.977139,27.064377,95.331703,18.103416,37.949055,46.482521,28.808350,38.042763,62.350746,1.000000,1.000000,1.000000,4606.292480,2772.762451,1417.116699,5599.237793,5370.476562,4123.554199,8.801340,2.252719,58.308399
1,0.366272,1.000000,1.000000,1.000000,33.548340,13.083169,68.539177,85.139694,75.107513,23.191956,88.927551,87.819450,68.434731,61.798740,74.882790,32.245319,92.313774,0.423403,4.680663,52.503658,72.637909,83.402153,70.088432,96.114426,69.767830,23.994410,23.120371,57.723183,1.000000,1.000000,1.000000,713.960388,5644.309570,3202.540039,2201.419434,894.675415,466.330017,36.985844,18.277365,47.836670
1,0.366092,1.000000,1.000000,1.000000,5.659307,56.251865,60.442284,14.877465,0.965606,1.829840,37.394455,98.678154,21.322191,77.320763,22.183130,84.933853,19.448828,58.082607,0.343028,75.922874,69.528931,56.079895,11.107619,39.848961,65.536308,15.642609,65.460258,93.221954,1.000000,1.000000,1.000000,9207.307617,9817.041992,4826.753418,9047.089844,7409.329102,1779.646484,35.746239,2.847908,85.778885
1,0.364892,1.000000,1.000000,1.000000,96.066856,63.875469,54.105503,64.813858,27.416283,28.767092,27.266243,31.256866,92.229210,34.456333,59.489166,65.655205,11.535724,2.132020,72.153984,80.441193,79.065063,89.508316,28.563669,97.571495,71.654480,11.588396,40.728226,93.092720,1.000000,1.000000,1.000000,627.427185,5840.445801,5039.915527,7381.882812,3884.564697,2946.421875,31.093277,17.638599,21.868835
1,0.364872,1.000000,1.000000,1.000000,79.132927,8.059078,74.387245,3.707510,28.287537,41.224571,71.719986,44.707066,87.343056,18.888294,80.869507,82.034897,32.836418,48.986420,75.407974,91.881149,77.295479,62.109024,23.518631,7.756151,94.323761,90.697899,89.900635,90.962830,1.000000,1.000000,1.000000,5928.063477,1880.345703,2002.929077,5673.878418,1068.460571,9732.476562,21.227583,24.668182,96.743950
1,0.364852,1.000000,1.000000,1.000000,64.541603,59.390724,49.447212,71.886726,63.382160,36.057529,48.884731,4.377719,31.091232,24.008743,2.200688,2.958797,7.401827,19.292330,59.733593,47.741680,17.240152,69.404213,51.851704,16.203026,90.606514,18.833944,39.979580,65.530258,1.000000,1.000000,1.000000,1354.599487,2301.760742,6622.437012,1910.822754,7075.928711,8346.452148,73.619469,0.537466,47.724720
1,0.364772,1.000000,1.000000,1.000000,22.752813,41.305191,97.185669,32.737595,36.606613,61.966862,88.364143,22.101177,93.436363,19.938099,65.657150,3.085421,39.638813,63.089996,76.197975,73.985130,27.280590,29.994799,32.965370,54.166515,73.214966,33.526382,96.998810,74.492325,1.000000,1.000000,1.000000,1873.123291,3472.405762,8505.809570,8092.348633,870.918701,1233.868408,27.353594,12.656188,19.282261
